Bank Type,Asset or Liability,Type,date,value
all,Assets,Bank credit,2019-06-01,13464.3
all,Assets,Bank credit,2019-12-01,13858.4
all,Assets,Bank credit,2020-01-01,13886.9
all,Assets,Bank credit,2020-02-01,13949.9
all,Assets,Bank credit,2020-03-01,14419.9
all,Assets,Bank credit,2020-04-01,14787.4
all,Assets,Bank credit,2020-05-01,14844.5
all,Assets,Bank credit,2020-06-01,14824
all,Assets,Bank credit,2020-07-08,14829.6
all,Assets,Bank credit,2020-07-15,14870.1
all,Assets,Bank credit,2020-07-22,14879.7
all,Assets,Bank credit,2020-07-29,14861.6
all,Assets,Securities in bank credit ,2019-06-01,3653.8
all,Assets,Securities in bank credit ,2019-12-01,3833.3
all,Assets,Securities in bank credit ,2020-01-01,3842.1
all,Assets,Securities in bank credit ,2020-02-01,3871
all,Assets,Securities in bank credit ,2020-03-01,3987.4
all,Assets,Securities in bank credit ,2020-04-01,3989.4
all,Assets,Securities in bank credit ,2020-05-01,4014.6
all,Assets,Securities in bank credit ,2020-06-01,4158.9
all,Assets,Securities in bank credit ,2020-07-08,4244.2
all,Assets,Securities in bank credit ,2020-07-15,4283.8
all,Assets,Securities in bank credit ,2020-07-22,4292
all,Assets,Securities in bank credit ,2020-07-29,4307.3
all,Assets,Treasury and agency securities ,2019-06-01,2824
all,Assets,Treasury and agency securities ,2019-12-01,3006.3
all,Assets,Treasury and agency securities ,2020-01-01,3015.7
all,Assets,Treasury and agency securities ,2020-02-01,3037.8
all,Assets,Treasury and agency securities ,2020-03-01,3149.6
all,Assets,Treasury and agency securities ,2020-04-01,3138.4
all,Assets,Treasury and agency securities ,2020-05-01,3167.2
all,Assets,Treasury and agency securities ,2020-06-01,3293.9
all,Assets,Treasury and agency securities ,2020-07-08,3363.1
all,Assets,Treasury and agency securities ,2020-07-15,3400.3
all,Assets,Treasury and agency securities ,2020-07-22,3406.7
all,Assets,Treasury and agency securities ,2020-07-29,3425.2
all,Assets,Mortgage-backed securities (MBS) ,2019-06-01,1987.3
all,Assets,Mortgage-backed securities (MBS) ,2019-12-01,2083.4
all,Assets,Mortgage-backed securities (MBS) ,2020-01-01,2106.2
all,Assets,Mortgage-backed securities (MBS) ,2020-02-01,2119.8
all,Assets,Mortgage-backed securities (MBS) ,2020-03-01,2177.5
all,Assets,Mortgage-backed securities (MBS) ,2020-04-01,2219.8
all,Assets,Mortgage-backed securities (MBS) ,2020-05-01,2216.5
all,Assets,Mortgage-backed securities (MBS) ,2020-06-01,2222.5
all,Assets,Mortgage-backed securities (MBS) ,2020-07-08,2218.5
all,Assets,Mortgage-backed securities (MBS) ,2020-07-15,2260.3
all,Assets,Mortgage-backed securities (MBS) ,2020-07-22,2276.6
all,Assets,Mortgage-backed securities (MBS) ,2020-07-29,2288.1
all,Assets,Non-MBS ,2019-06-01,836.8
all,Assets,Non-MBS ,2019-12-01,922.9
all,Assets,Non-MBS ,2020-01-01,909.5
all,Assets,Non-MBS ,2020-02-01,918
all,Assets,Non-MBS ,2020-03-01,972.1
all,Assets,Non-MBS ,2020-04-01,918.6
all,Assets,Non-MBS ,2020-05-01,950.6
all,Assets,Non-MBS ,2020-06-01,1071.4
all,Assets,Non-MBS ,2020-07-08,1144.7
all,Assets,Non-MBS ,2020-07-15,1140
all,Assets,Non-MBS ,2020-07-22,1130.1
all,Assets,Non-MBS ,2020-07-29,1137
all,Assets,Other securities,2019-06-01,829.8
all,Assets,Other securities,2019-12-01,827
all,Assets,Other securities,2020-01-01,826.4
all,Assets,Other securities,2020-02-01,833.1
all,Assets,Other securities,2020-03-01,837.8
all,Assets,Other securities,2020-04-01,851
all,Assets,Other securities,2020-05-01,847.4
all,Assets,Other securities,2020-06-01,865
all,Assets,Other securities,2020-07-08,881
all,Assets,Other securities,2020-07-15,883.5
all,Assets,Other securities,2020-07-22,885.3
all,Assets,Other securities,2020-07-29,882.1
all,Assets,Mortgage-backed securities (MBS) ,2019-06-01,77.8
all,Assets,Mortgage-backed securities (MBS) ,2019-12-01,77.5
all,Assets,Mortgage-backed securities (MBS) ,2020-01-01,77
all,Assets,Mortgage-backed securities (MBS) ,2020-02-01,79.6
all,Assets,Mortgage-backed securities (MBS) ,2020-03-01,80.9
all,Assets,Mortgage-backed securities (MBS) ,2020-04-01,81.3
all,Assets,Mortgage-backed securities (MBS) ,2020-05-01,81.8
all,Assets,Mortgage-backed securities (MBS) ,2020-06-01,84.1
all,Assets,Mortgage-backed securities (MBS) ,2020-07-08,86.6
all,Assets,Mortgage-backed securities (MBS) ,2020-07-15,86.5
all,Assets,Mortgage-backed securities (MBS) ,2020-07-22,87
all,Assets,Mortgage-backed securities (MBS) ,2020-07-29,86.5
all,Assets,Non-MBS ,2019-06-01,752
all,Assets,Non-MBS ,2019-12-01,749.5
all,Assets,Non-MBS ,2020-01-01,749.4
all,Assets,Non-MBS ,2020-02-01,753.5
all,Assets,Non-MBS ,2020-03-01,756.9
all,Assets,Non-MBS ,2020-04-01,769.7
all,Assets,Non-MBS ,2020-05-01,765.6
all,Assets,Non-MBS ,2020-06-01,780.9
all,Assets,Non-MBS ,2020-07-08,794.5
all,Assets,Non-MBS ,2020-07-15,797
all,Assets,Non-MBS ,2020-07-22,798.3
all,Assets,Non-MBS ,2020-07-29,795.6
all,Assets,Loans and leases in bank credit ,2019-06-01,9810.5
all,Assets,Loans and leases in bank credit ,2019-12-01,10025.1
all,Assets,Loans and leases in bank credit ,2020-01-01,10044.8
all,Assets,Loans and leases in bank credit ,2020-02-01,10078.9
all,Assets,Loans and leases in bank credit ,2020-03-01,10432.4
all,Assets,Loans and leases in bank credit ,2020-04-01,10798
all,Assets,Loans and leases in bank credit ,2020-05-01,10830
all,Assets,Loans and leases in bank credit ,2020-06-01,10665.1
all,Assets,Loans and leases in bank credit ,2020-07-08,10585.5
all,Assets,Loans and leases in bank credit ,2020-07-15,10586.3
all,Assets,Loans and leases in bank credit ,2020-07-22,10587.8
all,Assets,Loans and leases in bank credit ,2020-07-29,10554.3
all,Assets,Commercial and industrial loans,2019-06-01,2345.2
all,Assets,Commercial and industrial loans,2019-12-01,2354.3
all,Assets,Commercial and industrial loans,2020-01-01,2353.7
all,Assets,Commercial and industrial loans,2020-02-01,2358.5
all,Assets,Commercial and industrial loans,2020-03-01,2581.3
all,Assets,Commercial and industrial loans,2020-04-01,2941.1
all,Assets,Commercial and industrial loans,2020-05-01,3030
all,Assets,Commercial and industrial loans,2020-06-01,2901.3
all,Assets,Commercial and industrial loans,2020-07-08,2827.9
all,Assets,Commercial and industrial loans,2020-07-15,2825.9
all,Assets,Commercial and industrial loans,2020-07-22,2828.2
all,Assets,Commercial and industrial loans,2020-07-29,2811.8
all,Assets,Real estate loans,2019-06-01,4506.9
all,Assets,Real estate loans,2019-12-01,4619.1
all,Assets,Real estate loans,2020-01-01,4632.2
all,Assets,Real estate loans,2020-02-01,4645.5
all,Assets,Real estate loans,2020-03-01,4667.6
all,Assets,Real estate loans,2020-04-01,4686.9
all,Assets,Real estate loans,2020-05-01,4681.7
all,Assets,Real estate loans,2020-06-01,4681.4
all,Assets,Real estate loans,2020-07-08,4700.6
all,Assets,Real estate loans,2020-07-15,4697.7
all,Assets,Real estate loans,2020-07-22,4702
all,Assets,Real estate loans,2020-07-29,4695.2
all,Assets,Residential real estate loans,2019-06-01,2265.3
all,Assets,Residential real estate loans,2019-12-01,2297.3
all,Assets,Residential real estate loans,2020-01-01,2297.1
all,Assets,Residential real estate loans,2020-02-01,2298.8
all,Assets,Residential real estate loans,2020-03-01,2306.3
all,Assets,Residential real estate loans,2020-04-01,2303
all,Assets,Residential real estate loans,2020-05-01,2291.7
all,Assets,Residential real estate loans,2020-06-01,2286.9
all,Assets,Residential real estate loans,2020-07-08,2305.2
all,Assets,Residential real estate loans,2020-07-15,2301.2
all,Assets,Residential real estate loans,2020-07-22,2302.9
all,Assets,Residential real estate loans,2020-07-29,2295.6
all,Assets,Revolving home equity loans,2019-06-01,337.1
all,Assets,Revolving home equity loans,2019-12-01,321.5
all,Assets,Revolving home equity loans,2020-01-01,319.1
all,Assets,Revolving home equity loans,2020-02-01,316.8
all,Assets,Revolving home equity loans,2020-03-01,315.8
all,Assets,Revolving home equity loans,2020-04-01,314.4
all,Assets,Revolving home equity loans,2020-05-01,310.9
all,Assets,Revolving home equity loans,2020-06-01,306.3
all,Assets,Revolving home equity loans,2020-07-08,303.9
all,Assets,Revolving home equity loans,2020-07-15,303.7
all,Assets,Revolving home equity loans,2020-07-22,302.8
all,Assets,Revolving home equity loans,2020-07-29,301.7
all,Assets,Closed-end residential loans ,2019-06-01,1928.2
all,Assets,Closed-end residential loans ,2019-12-01,1975.9
all,Assets,Closed-end residential loans ,2020-01-01,1978
all,Assets,Closed-end residential loans ,2020-02-01,1982
all,Assets,Closed-end residential loans ,2020-03-01,1990.5
all,Assets,Closed-end residential loans ,2020-04-01,1988.6
all,Assets,Closed-end residential loans ,2020-05-01,1980.9
all,Assets,Closed-end residential loans ,2020-06-01,1980.6
all,Assets,Closed-end residential loans ,2020-07-08,2001.2
all,Assets,Closed-end residential loans ,2020-07-15,1997.5
all,Assets,Closed-end residential loans ,2020-07-22,2000
all,Assets,Closed-end residential loans ,2020-07-29,1993.9
all,Assets,Commercial real estate loans,2019-06-01,2241.6
all,Assets,Commercial real estate loans,2019-12-01,2321.7
all,Assets,Commercial real estate loans,2020-01-01,2335
all,Assets,Commercial real estate loans,2020-02-01,2346.7
all,Assets,Commercial real estate loans,2020-03-01,2361.3
all,Assets,Commercial real estate loans,2020-04-01,2383.9
all,Assets,Commercial real estate loans,2020-05-01,2390
all,Assets,Commercial real estate loans,2020-06-01,2394.5
all,Assets,Commercial real estate loans,2020-07-08,2395.5
all,Assets,Commercial real estate loans,2020-07-15,2396.5
all,Assets,Commercial real estate loans,2020-07-22,2399.1
all,Assets,Commercial real estate loans,2020-07-29,2399.6
all,Assets,Construction and land development loans ,2019-06-01,346.4
all,Assets,Construction and land development loans ,2019-12-01,352.3
all,Assets,Construction and land development loans ,2020-01-01,353.8
all,Assets,Construction and land development loans ,2020-02-01,355.2
all,Assets,Construction and land development loans ,2020-03-01,357.3
all,Assets,Construction and land development loans ,2020-04-01,360.5
all,Assets,Construction and land development loans ,2020-05-01,362.9
all,Assets,Construction and land development loans ,2020-06-01,369.1
all,Assets,Construction and land development loans ,2020-07-08,369.1
all,Assets,Construction and land development loans ,2020-07-15,369.6
all,Assets,Construction and land development loans ,2020-07-22,369.9
all,Assets,Construction and land development loans ,2020-07-29,371.5
all,Assets,Secured by farmland ,2019-06-01,103.8
all,Assets,Secured by farmland ,2019-12-01,102.4
all,Assets,Secured by farmland ,2020-01-01,102.3
all,Assets,Secured by farmland ,2020-02-01,102.5
all,Assets,Secured by farmland ,2020-03-01,102.7
all,Assets,Secured by farmland ,2020-04-01,103.5
all,Assets,Secured by farmland ,2020-05-01,103.4
all,Assets,Secured by farmland ,2020-06-01,103
all,Assets,Secured by farmland ,2020-07-08,102.9
all,Assets,Secured by farmland ,2020-07-15,102.5
all,Assets,Secured by farmland ,2020-07-22,102.5
all,Assets,Secured by farmland ,2020-07-29,102.3
all,Assets,Secured by multifamily properties ,2019-06-01,372
all,Assets,Secured by multifamily properties ,2019-12-01,396.6
all,Assets,Secured by multifamily properties ,2020-01-01,400.6
all,Assets,Secured by multifamily properties ,2020-02-01,404.2
all,Assets,Secured by multifamily properties ,2020-03-01,408
all,Assets,Secured by multifamily properties ,2020-04-01,411.9
all,Assets,Secured by multifamily properties ,2020-05-01,414.7
all,Assets,Secured by multifamily properties ,2020-06-01,415.7
all,Assets,Secured by multifamily properties ,2020-07-08,415.4
all,Assets,Secured by multifamily properties ,2020-07-15,415.5
all,Assets,Secured by multifamily properties ,2020-07-22,416.3
all,Assets,Secured by multifamily properties ,2020-07-29,415.6
all,Assets,Secured by nonfarm nonresidential properties ,2019-06-01,1419.4
all,Assets,Secured by nonfarm nonresidential properties ,2019-12-01,1470.4
all,Assets,Secured by nonfarm nonresidential properties ,2020-01-01,1478.4
all,Assets,Secured by nonfarm nonresidential properties ,2020-02-01,1484.8
all,Assets,Secured by nonfarm nonresidential properties ,2020-03-01,1493.2
all,Assets,Secured by nonfarm nonresidential properties ,2020-04-01,1508
all,Assets,Secured by nonfarm nonresidential properties ,2020-05-01,1509
all,Assets,Secured by nonfarm nonresidential properties ,2020-06-01,1506.8
all,Assets,Secured by nonfarm nonresidential properties ,2020-07-08,1508.2
all,Assets,Secured by nonfarm nonresidential properties ,2020-07-15,1508.9
all,Assets,Secured by nonfarm nonresidential properties ,2020-07-22,1510.4
all,Assets,Secured by nonfarm nonresidential properties ,2020-07-29,1510.3
all,Assets,Consumer loans,2019-06-01,1544.9
all,Assets,Consumer loans,2019-12-01,1588.2
all,Assets,Consumer loans,2020-01-01,1594.1
all,Assets,Consumer loans,2020-02-01,1600.9
all,Assets,Consumer loans,2020-03-01,1605.8
all,Assets,Consumer loans,2020-04-01,1553.8
all,Assets,Consumer loans,2020-05-01,1523.3
all,Assets,Consumer loans,2020-06-01,1516.8
all,Assets,Consumer loans,2020-07-08,1520.5
all,Assets,Consumer loans,2020-07-15,1521.4
all,Assets,Consumer loans,2020-07-22,1521.6
all,Assets,Consumer loans,2020-07-29,1519.8
all,Assets,Credit cards and other revolving plans,2019-06-01,824
all,Assets,Credit cards and other revolving plans,2019-12-01,843.6
all,Assets,Credit cards and other revolving plans,2020-01-01,845.9
all,Assets,Credit cards and other revolving plans,2020-02-01,849.6
all,Assets,Credit cards and other revolving plans,2020-03-01,851.5
all,Assets,Credit cards and other revolving plans,2020-04-01,800.2
all,Assets,Credit cards and other revolving plans,2020-05-01,770.9
all,Assets,Credit cards and other revolving plans,2020-06-01,762.1
all,Assets,Credit cards and other revolving plans,2020-07-08,763.3
all,Assets,Credit cards and other revolving plans,2020-07-15,762.5
all,Assets,Credit cards and other revolving plans,2020-07-22,761.9
all,Assets,Credit cards and other revolving plans,2020-07-29,759.9
all,Assets,Other consumer loans,2019-06-01,720.9
all,Assets,Other consumer loans,2019-12-01,744.7
all,Assets,Other consumer loans,2020-01-01,748.2
all,Assets,Other consumer loans,2020-02-01,751.3
all,Assets,Other consumer loans,2020-03-01,754.3
all,Assets,Other consumer loans,2020-04-01,753.6
all,Assets,Other consumer loans,2020-05-01,752.4
all,Assets,Other consumer loans,2020-06-01,754.7
all,Assets,Other consumer loans,2020-07-08,757.2
all,Assets,Other consumer loans,2020-07-15,758.8
all,Assets,Other consumer loans,2020-07-22,759.7
all,Assets,Other consumer loans,2020-07-29,759.9
all,Assets,Automobile loans ,2019-06-01,437.5
all,Assets,Automobile loans ,2019-12-01,450.5
all,Assets,Automobile loans ,2020-01-01,452.6
all,Assets,Automobile loans ,2020-02-01,454.4
all,Assets,Automobile loans ,2020-03-01,456.6
all,Assets,Automobile loans ,2020-04-01,455.5
all,Assets,Automobile loans ,2020-05-01,454.1
all,Assets,Automobile loans ,2020-06-01,456.6
all,Assets,Automobile loans ,2020-07-08,458.3
all,Assets,Automobile loans ,2020-07-15,458.3
all,Assets,Automobile loans ,2020-07-22,458.7
all,Assets,Automobile loans ,2020-07-29,458.9
all,Assets,All other consumer loans ,2019-06-01,283.4
all,Assets,All other consumer loans ,2019-12-01,294.2
all,Assets,All other consumer loans ,2020-01-01,295.6
all,Assets,All other consumer loans ,2020-02-01,296.9
all,Assets,All other consumer loans ,2020-03-01,297.7
all,Assets,All other consumer loans ,2020-04-01,298.2
all,Assets,All other consumer loans ,2020-05-01,298.3
all,Assets,All other consumer loans ,2020-06-01,298.1
all,Assets,All other consumer loans ,2020-07-08,298.9
all,Assets,All other consumer loans ,2020-07-15,300.5
all,Assets,All other consumer loans ,2020-07-22,301
all,Assets,All other consumer loans ,2020-07-29,301
all,Assets,All other loans and leases,2019-06-01,1413.5
all,Assets,All other loans and leases,2019-12-01,1463.5
all,Assets,All other loans and leases,2020-01-01,1464.7
all,Assets,All other loans and leases,2020-02-01,1474
all,Assets,All other loans and leases,2020-03-01,1577.7
all,Assets,All other loans and leases,2020-04-01,1616.1
all,Assets,All other loans and leases,2020-05-01,1595
all,Assets,All other loans and leases,2020-06-01,1565.6
all,Assets,All other loans and leases,2020-07-08,1536.4
all,Assets,All other loans and leases,2020-07-15,1541.3
all,Assets,All other loans and leases,2020-07-22,1536
all,Assets,All other loans and leases,2020-07-29,1527.6
all,Assets,Loans to nondepository financial institutions ,2019-06-01,536.5
all,Assets,Loans to nondepository financial institutions ,2019-12-01,575.6
all,Assets,Loans to nondepository financial institutions ,2020-01-01,578.6
all,Assets,Loans to nondepository financial institutions ,2020-02-01,586.1
all,Assets,Loans to nondepository financial institutions ,2020-03-01,644.9
all,Assets,Loans to nondepository financial institutions ,2020-04-01,681.2
all,Assets,Loans to nondepository financial institutions ,2020-05-01,662.2
all,Assets,Loans to nondepository financial institutions ,2020-06-01,643.4
all,Assets,Loans to nondepository financial institutions ,2020-07-08,631.9
all,Assets,Loans to nondepository financial institutions ,2020-07-15,629.4
all,Assets,Loans to nondepository financial institutions ,2020-07-22,624.7
all,Assets,Loans to nondepository financial institutions ,2020-07-29,623.1
all,Assets,All loans not elsewhere classified ,2019-06-01,877
all,Assets,All loans not elsewhere classified ,2019-12-01,887.8
all,Assets,All loans not elsewhere classified ,2020-01-01,886.1
all,Assets,All loans not elsewhere classified ,2020-02-01,887.9
all,Assets,All loans not elsewhere classified ,2020-03-01,932.8
all,Assets,All loans not elsewhere classified ,2020-04-01,934.9
all,Assets,All loans not elsewhere classified ,2020-05-01,932.8
all,Assets,All loans not elsewhere classified ,2020-06-01,922.2
all,Assets,All loans not elsewhere classified ,2020-07-08,904.6
all,Assets,All loans not elsewhere classified ,2020-07-15,911.9
all,Assets,All loans not elsewhere classified ,2020-07-22,911.3
all,Assets,All loans not elsewhere classified ,2020-07-29,904.5
all,Assets,LESS: Allowance for loan and lease losses,2019-06-01,110.1
all,Assets,LESS: Allowance for loan and lease losses,2019-12-01,113
all,Assets,LESS: Allowance for loan and lease losses,2020-01-01,114.5
all,Assets,LESS: Allowance for loan and lease losses,2020-02-01,115.2
all,Assets,LESS: Allowance for loan and lease losses,2020-03-01,116.7
all,Assets,LESS: Allowance for loan and lease losses,2020-04-01,140.4
all,Assets,LESS: Allowance for loan and lease losses,2020-05-01,144.3
all,Assets,LESS: Allowance for loan and lease losses,2020-06-01,152.6
all,Assets,LESS: Allowance for loan and lease losses,2020-07-08,182.3
all,Assets,LESS: Allowance for loan and lease losses,2020-07-15,183.9
all,Assets,LESS: Allowance for loan and lease losses,2020-07-22,184.1
all,Assets,LESS: Allowance for loan and lease losses,2020-07-29,184.7
all,Assets,Cash assets ,2019-06-01,1691.9
all,Assets,Cash assets ,2019-12-01,1788.4
all,Assets,Cash assets ,2020-01-01,1779.7
all,Assets,Cash assets ,2020-02-01,1762.1
all,Assets,Cash assets ,2020-03-01,2195.1
all,Assets,Cash assets ,2020-04-01,3090.5
all,Assets,Cash assets ,2020-05-01,3279.7
all,Assets,Cash assets ,2020-06-01,3050.1
all,Assets,Cash assets ,2020-07-08,2829.7
all,Assets,Cash assets ,2020-07-15,2733.3
all,Assets,Cash assets ,2020-07-22,2659
all,Assets,Cash assets ,2020-07-29,2709.2
all,Assets,Total federal funds sold and reverse RPs ,2019-06-01,809.8
all,Assets,Total federal funds sold and reverse RPs ,2019-12-01,745.8
all,Assets,Total federal funds sold and reverse RPs ,2020-01-01,752.2
all,Assets,Total federal funds sold and reverse RPs ,2020-02-01,783.1
all,Assets,Total federal funds sold and reverse RPs ,2020-03-01,751.3
all,Assets,Total federal funds sold and reverse RPs ,2020-04-01,681.1
all,Assets,Total federal funds sold and reverse RPs ,2020-05-01,683.1
all,Assets,Total federal funds sold and reverse RPs ,2020-06-01,799.8
all,Assets,Total federal funds sold and reverse RPs ,2020-07-08,941
all,Assets,Total federal funds sold and reverse RPs ,2020-07-15,981.5
all,Assets,Total federal funds sold and reverse RPs ,2020-07-22,905.1
all,Assets,Total federal funds sold and reverse RPs ,2020-07-29,885.2
all,Assets,Loans to commercial banks ,2019-06-01,9.2
all,Assets,Loans to commercial banks ,2019-12-01,8
all,Assets,Loans to commercial banks ,2020-01-01,7
all,Assets,Loans to commercial banks ,2020-02-01,6.9
all,Assets,Loans to commercial banks ,2020-03-01,7.2
all,Assets,Loans to commercial banks ,2020-04-01,7.2
all,Assets,Loans to commercial banks ,2020-05-01,6.3
all,Assets,Loans to commercial banks ,2020-06-01,6.2
all,Assets,Loans to commercial banks ,2020-07-08,6.7
all,Assets,Loans to commercial banks ,2020-07-15,6.4
all,Assets,Loans to commercial banks ,2020-07-22,6.3
all,Assets,Loans to commercial banks ,2020-07-29,6.6
all,Assets,Other assets including trading assets ,2019-06-01,1474.5
all,Assets,Other assets including trading assets ,2019-12-01,1493.1
all,Assets,Other assets including trading assets ,2020-01-01,1525
all,Assets,Other assets including trading assets ,2020-02-01,1568.9
all,Assets,Other assets including trading assets ,2020-03-01,1699.6
all,Assets,Other assets including trading assets ,2020-04-01,1695.3
all,Assets,Other assets including trading assets ,2020-05-01,1684.6
all,Assets,Other assets including trading assets ,2020-06-01,1675.5
all,Assets,Other assets including trading assets ,2020-07-08,1696.1
all,Assets,Other assets including trading assets ,2020-07-15,1691.9
all,Assets,Other assets including trading assets ,2020-07-22,1713.8
all,Assets,Other assets including trading assets ,2020-07-29,1715.3
all,Assets,Total assets,2019-06-01,17339.6
all,Assets,Total assets,2019-12-01,17780.7
all,Assets,Total assets,2020-01-01,17836.4
all,Assets,Total assets,2020-02-01,17955.6
all,Assets,Total assets,2020-03-01,18956.4
all,Assets,Total assets,2020-04-01,20121.1
all,Assets,Total assets,2020-05-01,20353.9
all,Assets,Total assets,2020-06-01,20202.9
all,Assets,Total assets,2020-07-08,20120.8
all,Assets,Total assets,2020-07-15,20099.2
all,Assets,Total assets,2020-07-22,19979.8
all,Assets,Total assets,2020-07-29,19993.1
all,Liabilities,Deposits,2019-06-01,12805
all,Liabilities,Deposits,2019-12-01,13239.4
all,Liabilities,Deposits,2020-01-01,13301.9
all,Liabilities,Deposits,2020-02-01,13377.8
all,Liabilities,Deposits,2020-03-01,13853
all,Liabilities,Deposits,2020-04-01,14712.9
all,Liabilities,Deposits,2020-05-01,15326.6
all,Liabilities,Deposits,2020-06-01,15546.6
all,Liabilities,Deposits,2020-07-08,15637.5
all,Liabilities,Deposits,2020-07-15,15667.1
all,Liabilities,Deposits,2020-07-22,15553.6
all,Liabilities,Deposits,2020-07-29,15474.9
all,Liabilities,Large time deposits,2019-06-01,1779.1
all,Liabilities,Large time deposits,2019-12-01,1859.1
all,Liabilities,Large time deposits,2020-01-01,1846.6
all,Liabilities,Large time deposits,2020-02-01,1843.2
all,Liabilities,Large time deposits,2020-03-01,1793.3
all,Liabilities,Large time deposits,2020-04-01,1800.5
all,Liabilities,Large time deposits,2020-05-01,1788.3
all,Liabilities,Large time deposits,2020-06-01,1754.5
all,Liabilities,Large time deposits,2020-07-08,1734.2
all,Liabilities,Large time deposits,2020-07-15,1723.2
all,Liabilities,Large time deposits,2020-07-22,1740.3
all,Liabilities,Large time deposits,2020-07-29,1731.1
all,Liabilities,Other deposits,2019-06-01,11025.9
all,Liabilities,Other deposits,2019-12-01,11380.3
all,Liabilities,Other deposits,2020-01-01,11455.2
all,Liabilities,Other deposits,2020-02-01,11534.6
all,Liabilities,Other deposits,2020-03-01,12059.7
all,Liabilities,Other deposits,2020-04-01,12912.4
all,Liabilities,Other deposits,2020-05-01,13538.3
all,Liabilities,Other deposits,2020-06-01,13792.1
all,Liabilities,Other deposits,2020-07-08,13903.4
all,Liabilities,Other deposits,2020-07-15,13943.9
all,Liabilities,Other deposits,2020-07-22,13813.3
all,Liabilities,Other deposits,2020-07-29,13743.8
all,Liabilities,Borrowings,2019-06-01,1992.8
all,Liabilities,Borrowings,2019-12-01,1991.1
all,Liabilities,Borrowings,2020-01-01,1974.2
all,Liabilities,Borrowings,2020-02-01,1977.3
all,Liabilities,Borrowings,2020-03-01,2213.2
all,Liabilities,Borrowings,2020-04-01,2230.8
all,Liabilities,Borrowings,2020-05-01,2034.6
all,Liabilities,Borrowings,2020-06-01,1852
all,Liabilities,Borrowings,2020-07-08,1776
all,Liabilities,Borrowings,2020-07-15,1784.9
all,Liabilities,Borrowings,2020-07-22,1823.2
all,Liabilities,Borrowings,2020-07-29,1789.7
all,Liabilities,Net due to related foreign offices,2019-06-01,-9.8
all,Liabilities,Net due to related foreign offices,2019-12-01,-94.2
all,Liabilities,Net due to related foreign offices,2020-01-01,-118.8
all,Liabilities,Net due to related foreign offices,2020-02-01,-130.1
all,Liabilities,Net due to related foreign offices,2020-03-01,20.5
all,Liabilities,Net due to related foreign offices,2020-04-01,300.1
all,Liabilities,Net due to related foreign offices,2020-05-01,151.4
all,Liabilities,Net due to related foreign offices,2020-06-01,-3
all,Liabilities,Net due to related foreign offices,2020-07-08,-124.3
all,Liabilities,Net due to related foreign offices,2020-07-15,-179.5
all,Liabilities,Net due to related foreign offices,2020-07-22,-225.5
all,Liabilities,Net due to related foreign offices,2020-07-29,-138.5
all,Liabilities,Other liabilities including trading liabilities ,2019-06-01,623.8
all,Liabilities,Other liabilities including trading liabilities ,2019-12-01,655.7
all,Liabilities,Other liabilities including trading liabilities ,2020-01-01,677.9
all,Liabilities,Other liabilities including trading liabilities ,2020-02-01,720.9
all,Liabilities,Other liabilities including trading liabilities ,2020-03-01,843.7
all,Liabilities,Other liabilities including trading liabilities ,2020-04-01,825.8
all,Liabilities,Other liabilities including trading liabilities ,2020-05-01,814.7
all,Liabilities,Other liabilities including trading liabilities ,2020-06-01,807.7
all,Liabilities,Other liabilities including trading liabilities ,2020-07-08,808.3
all,Liabilities,Other liabilities including trading liabilities ,2020-07-15,794.1
all,Liabilities,Other liabilities including trading liabilities ,2020-07-22,821.5
all,Liabilities,Other liabilities including trading liabilities ,2020-07-29,837.8
all,Liabilities,Total liabilities,2019-06-01,15411.8
all,Liabilities,Total liabilities,2019-12-01,15792
all,Liabilities,Total liabilities,2020-01-01,15835.1
all,Liabilities,Total liabilities,2020-02-01,15945.9
all,Liabilities,Total liabilities,2020-03-01,16930.4
all,Liabilities,Total liabilities,2020-04-01,18069.5
all,Liabilities,Total liabilities,2020-05-01,18327.3
all,Liabilities,Total liabilities,2020-06-01,18203.2
all,Liabilities,Total liabilities,2020-07-08,18097.5
all,Liabilities,Total liabilities,2020-07-15,18066.5
all,Liabilities,Total liabilities,2020-07-22,17972.8
all,Liabilities,Total liabilities,2020-07-29,17963.9
all,Liabilities,Residual (assets less liabilities) ,2019-06-01,1927.8
all,Liabilities,Residual (assets less liabilities) ,2019-12-01,1988.6
all,Liabilities,Residual (assets less liabilities) ,2020-01-01,2001.2
all,Liabilities,Residual (assets less liabilities) ,2020-02-01,2009.6
all,Liabilities,Residual (assets less liabilities) ,2020-03-01,2026
all,Liabilities,Residual (assets less liabilities) ,2020-04-01,2051.5
all,Liabilities,Residual (assets less liabilities) ,2020-05-01,2026.6
all,Liabilities,Residual (assets less liabilities) ,2020-06-01,1999.7
all,Liabilities,Residual (assets less liabilities) ,2020-07-08,2023.3
all,Liabilities,Residual (assets less liabilities) ,2020-07-15,2032.7
all,Liabilities,Residual (assets less liabilities) ,2020-07-22,2007
all,Liabilities,Residual (assets less liabilities) ,2020-07-29,2029.2
all,Memoranda,Net unrealized gains (losses) on available-for-sale securities ,2019-06-01,9.1
all,Memoranda,Net unrealized gains (losses) on available-for-sale securities ,2019-12-01,16.3
all,Memoranda,Net unrealized gains (losses) on available-for-sale securities ,2020-01-01,24.1
all,Memoranda,Net unrealized gains (losses) on available-for-sale securities ,2020-02-01,36.3
